Annotation Cluster 1	Enrichment Score:  2.140457901715253
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0043473~pigmentation	7	1.8469656992084433	0.003198201238708679	36173_R_AT, 1936_S_AT, 37139_AT, 32626_AT, 40669_AT, 1973_S_AT, 36018_AT, 37724_AT, 34666_AT	334	59	13528	4.805439967522582	0.9995942242128111	0.12017128235585095	5.479042005238122
GOTERM_BP_FAT	GO:0048066~pigmentation during development	5	1.3192612137203166	0.003512521002093919	36173_R_AT, 32626_AT, 40669_AT, 36018_AT, 34666_AT	334	26	13528	7.789037309995394	0.9998119121274839	0.1218859598758868	6.001964450321518
GOTERM_BP_FAT	GO:0050931~pigment cell differentiation	4	1.0554089709762533	0.005397689733862503	32626_AT, 40669_AT, 36018_AT, 34666_AT	334	15	13528	10.800798403193614	0.9999981405159919	0.15032711604294768	9.081442866077039
GOTERM_BP_FAT	GO:0030318~melanocyte differentiation	3	0.79155672823219	0.04523095517941847	32626_AT, 40669_AT, 36018_AT	334	14	13528	8.679213002566295	1.0	0.4098108038933702	55.700529991841755

Annotation Cluster 2	Enrichment Score:  1.826498291611448
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_FAT	GO:0044459~plasma membrane part	83	21.899736147757256	2.8220490369128463E-7	37223_AT, 35985_AT, 471_F_AT, 2036_S_AT, 35149_AT, 40442_F_AT, 38538_AT, 1148_S_AT, 37233_AT, 39586_AT, 40913_AT, 39757_AT, 36161_AT, 36173_R_AT, 34537_AT, 39573_AT, 40669_AT, 259_S_AT, 38642_AT, 136_AT, 38018_G_AT, 1569_R_AT, 33665_S_AT, 40365_AT, 257_AT, 34981_AT, 36728_AT, 33802_AT, 37139_AT, 38032_AT, 33143_S_AT, 35595_AT, 833_AT, 41105_S_AT, 36285_AT, 39242_AT, 1852_AT, 33751_AT, 35471_G_AT, 33545_AT, 34493_AT, 1602_AT, 988_AT, 32133_AT, 2082_S_AT, 40954_AT, 37048_AT, 39748_AT, 31615_I_AT, 34712_AT, 39841_AT, 35414_S_AT, 33012_AT, 41726_AT, 35472_AT, 39232_AT, 1007_S_AT, 41159_AT, 1139_AT, 39071_AT, 34145_AT, 1167_S_AT, 1857_AT, 40210_AT, 36532_AT, 31745_AT, 39753_AT, 1125_S_AT, 39424_AT, 41106_AT, 37628_AT, 37889_AT, 32522_F_AT, 40098_AT, 37857_AT, 32931_AT, 1432_S_AT, 36052_AT, 33829_AT, 38629_AT, 40310_AT, 38221_AT, 33366_AT, 600_AT, 31977_AT, 34184_AT, 35776_AT	280	2203	12782	1.7199046754425782	9.340547373148933E-5	9.340547373148933E-5	3.8276117343416516E-4
GOTERM_CC_FAT	GO:0009897~external side of plasma membrane	13	3.430079155672823	3.5325265672506005E-4	257_AT, 2036_S_AT, 35149_AT, 1125_S_AT, 31615_I_AT, 39424_AT, 40442_F_AT, 41726_AT, 1852_AT, 32931_AT, 40310_AT, 259_S_AT, 39071_AT, 38642_AT, 1167_S_AT, 38018_G_AT, 39753_AT	280	170	12782	3.4908823529411763	0.11036791250684264	0.01451208060961584	0.47806403260045593
SP_PIR_KEYWORDS	Secreted	53	13.984168865435356	4.7918084182668643E-4	35149_AT, 1520_S_AT, 1953_AT, 37906_AT, 875_G_AT, 1148_S_AT, 37233_AT, 35915_AT, 1804_AT, 32464_AT, 2030_AT, 35956_S_AT, 36674_AT, 259_S_AT, 36101_S_AT, 36100_AT, 37310_AT, 33665_S_AT, 35372_R_AT, 34963_AT, 37139_AT, 36009_AT, 35067_AT, 1548_S_AT, 32699_S_AT, 1852_AT, 32359_AT, 1263_AT, 41382_AT, 988_AT, 36621_AT, 39950_AT, 39402_AT, 31859_AT, 36929_AT, 41169_AT, 36754_AT, 1385_AT, 38356_AT, 1007_S_AT, 887_AT, 34375_AT, 189_S_AT, 40856_AT, 1018_AT, 33825_AT, 41445_AT, 719_G_AT, 1369_S_AT, 31745_AT, 408_AT, 38691_S_AT, 40385_AT, 35378_AT, 36615_AT, 31564_AT, 32931_AT, 1332_F_AT, 36103_AT, 41365_AT	371	1689	19235	1.6269136428994333	0.19709383228999244	0.018126815187604617	0.6793689145174642
GOTERM_BP_FAT	GO:0022610~biological adhesion	33	8.70712401055409	5.602772845241142E-4	2036_S_AT, 31615_I_AT, 875_G_AT, 37233_AT, 36929_AT, 39586_AT, 1385_AT, 39232_AT, 1007_S_AT, 34375_AT, 259_S_AT, 36674_AT, 39071_AT, 38642_AT, 39407_AT, 40210_AT, 39753_AT, 34963_AT, 257_AT, 1125_S_AT, 37139_AT, 35067_AT, 833_AT, 41105_S_AT, 38684_AT, 32193_AT, 37889_AT, 32699_S_AT, 37857_AT, 1852_AT, 32931_AT, 32919_AT, 32359_AT, 37155_AT, 988_AT, 41365_AT, 2082_S_AT, 1372_AT	334	701	13528	1.9067029991372462	0.7449610039231289	0.04934602973956048	0.9809969615366398
